"volumeUSD","BigDecimal","NON_NULL","quickswap","PoolHourData"
"feesUSD","BigDecimal","NON_NULL","quickswap","PoolHourData"
"untrackedVolumeUSD","BigDecimal","NON_NULL","quickswap","PoolHourData"
"txCount","BigInt","NON_NULL","quickswap","PoolHourData"
"open","BigDecimal","NON_NULL","quickswap","PoolHourData"
"high","BigDecimal","NON_NULL","quickswap","PoolHourData"
"low","BigDecimal","NON_NULL","quickswap","PoolHourData"
"close","BigDecimal","NON_NULL","quickswap","PoolHourData"
"id","ID","NON_NULL","quickswap","Position"
"owner","Bytes","NON_NULL","quickswap","Position"
"pool","Pool","NON_NULL","quickswap","Position"
"token0","Token","NON_NULL","quickswap","Position"
"token1","Token","NON_NULL","quickswap","Position"
"tickLower","Tick","NON_NULL","quickswap","Position"
"tickUpper","Tick","NON_NULL","quickswap","Position"
"liquidity","BigInt","NON_NULL","quickswap","Position"
"depositedToken0","BigDecimal","NON_NULL","quickswap","Position"
"depositedToken1","BigDecimal","NON_NULL","quickswap","Position"
"withdrawnToken0","BigDecimal","NON_NULL","quickswap","Position"
"withdrawnToken1","BigDecimal","NON_NULL","quickswap","Position"
"collectedToken0","BigDecimal","NON_NULL","quickswap","Position"
"collectedToken1","BigDecimal","NON_NULL","quickswap","Position"
"collectedFeesToken0","BigDecimal","NON_NULL","quickswap","Position"
"collectedFeesToken1","BigDecimal","NON_NULL","quickswap","Position"
"transaction","Transaction","NON_NULL","quickswap","Position"
"feeGrowthInside0LastX128","BigInt","NON_NULL","quickswap","Position"
"feeGrowthInside1LastX128","BigInt","NON_NULL","quickswap","Position"
"token0Tvl","BigDecimal","SCALAR","quickswap","Position"
"token1Tvl","BigDecimal","SCALAR","quickswap","Position"
"id","ID","NON_NULL","quickswap","PositionSnapshot"
"owner","Bytes","NON_NULL","quickswap","PositionSnapshot"
"pool","Pool","NON_NULL","quickswap","PositionSnapshot"
"position","Position","NON_NULL","quickswap","PositionSnapshot"
"blockNumber","BigInt","NON_NULL","quickswap","PositionSnapshot"
"timestamp","BigInt","NON_NULL","quickswap","PositionSnapshot"
"liquidity","BigInt","NON_NULL","quickswap","PositionSnapshot"
"depositedToken0","BigDecimal","NON_NULL","quickswap","PositionSnapshot"
"depositedToken1","BigDecimal","NON_NULL","quickswap","PositionSnapshot"
"withdrawnToken0","BigDecimal","NON_NULL","quickswap","PositionSnapshot"
"withdrawnToken1","BigDecimal","NON_NULL","quickswap","PositionSnapshot"
"collectedFeesToken0","BigDecimal","NON_NULL","quickswap","PositionSnapshot"
"collectedFeesToken1","BigDecimal","NON_NULL","quickswap","PositionSnapshot"
"transaction","Transaction","NON_NULL","quickswap","PositionSnapshot"
"feeGrowthInside0LastX128","BigInt","NON_NULL","quickswap","PositionSnapshot"
"feeGrowthInside1LastX128","BigInt","NON_NULL","quickswap","PositionSnapshot"
"factory","Factory","OBJECT","quickswap","Query"
"factories","Unknown","NON_NULL","quickswap","Query"
"bundle","Bundle","OBJECT","quickswap","Query"
"bundles","Unknown","NON_NULL","quickswap","Query"
"token","Token","OBJECT","quickswap","Query"
"tokens","Unknown","NON_NULL","quickswap","Query"
"pool","Pool","OBJECT","quickswap","Query"
"pools","Unknown","NON_NULL","quickswap","Query"
"tick","Tick","OBJECT","quickswap","Query"
"ticks","Unknown","NON_NULL","quickswap","Query"
"position","Position","OBJECT","quickswap","Query"
"positions","Unknown","NON_NULL","quickswap","Query"
"positionSnapshot","PositionSnapshot","OBJECT","quickswap","Query"
"positionSnapshots","Unknown","NON_NULL","quickswap","Query"
"transaction","Transaction","OBJECT","quickswap","Query"
"transactions","Unknown","NON_NULL","quickswap","Query"
"mint","Mint","OBJECT","quickswap","Query"
"mints","Unknown","NON_NULL","quickswap","Query"
"burn","Burn","OBJECT","quickswap","Query"
"burns","Unknown","NON_NULL","quickswap","Query"
"swap","Swap","OBJECT","quickswap","Query"
"swaps","Unknown","NON_NULL","quickswap","Query"
"collect","Collect","OBJECT","quickswap","Query"
"collects","Unknown","NON_NULL","quickswap","Query"
"flash","Flash","OBJECT","quickswap","Query"
"flashes","Unknown","NON_NULL","quickswap","Query"
"algebraDayData","AlgebraDayData","OBJECT","quickswap","Query"
"algebraDayDatas","Unknown","NON_NULL","quickswap","Query"
"poolDayData","PoolDayData","OBJECT","quickswap","Query"
"poolDayDatas","Unknown","NON_NULL","quickswap","Query"
"poolFeeData","PoolFeeData","OBJECT","quickswap","Query"
"poolFeeDatas","Unknown","NON_NULL","quickswap","Query"
"poolHourData","PoolHourData","OBJECT","quickswap","Query"
"poolHourDatas","Unknown","NON_NULL","quickswap","Query"
"tickHourData","TickHourData","OBJECT","quickswap","Query"
"tickHourDatas","Unknown","NON_NULL","quickswap","Query"
"tickDayData","TickDayData","OBJECT","quickswap","Query"
"tickDayDatas","Unknown","NON_NULL","quickswap","Query"
"tokenDayData","TokenDayData","OBJECT","quickswap","Query"
"tokenDayDatas","Unknown","NON_NULL","quickswap","Query"
"tokenHourData","TokenHourData","OBJECT","quickswap","Query"
"tokenHourDatas","Unknown","NON_NULL","quickswap","Query"
"feeHourData","FeeHourData","OBJECT","quickswap","Query"
"feeHourDatas","Unknown","NON_NULL","quickswap","Query"
"_meta","_Meta_","OBJECT","quickswap","Query"
"factory","Factory","OBJECT","quickswap","Subscription"
"factories","Unknown","NON_NULL","quickswap","Subscription"
"bundle","Bundle","OBJECT","quickswap","Subscription"
"bundles","Unknown","NON_NULL","quickswap","Subscription"
"token","Token","OBJECT","quickswap","Subscription"
"tokens","Unknown","NON_NULL","quickswap","Subscription"
"pool","Pool","OBJECT","quickswap","Subscription"
"pools","Unknown","NON_NULL","quickswap","Subscription"
"tick","Tick","OBJECT","quickswap","Subscription"
"ticks","Unknown","NON_NULL","quickswap","Subscription"
"position","Position","OBJECT","quickswap","Subscription"
"positions","Unknown","NON_NULL","quickswap","Subscription"
"positionSnapshot","PositionSnapshot","OBJECT","quickswap","Subscription"
"positionSnapshots","Unknown","NON_NULL","quickswap","Subscription"
"transaction","Transaction","OBJECT","quickswap","Subscription"
"transactions","Unknown","NON_NULL","quickswap","Subscription"
"mint","Mint","OBJECT","quickswap","Subscription"
"mints","Unknown","NON_NULL","quickswap","Subscription"
"burn","Burn","OBJECT","quickswap","Subscription"
"burns","Unknown","NON_NULL","quickswap","Subscription"
"swap","Swap","OBJECT","quickswap","Subscription"
"swaps","Unknown","NON_NULL","quickswap","Subscription"
"collect","Collect","OBJECT","quickswap","Subscription"
"collects","Unknown","NON_NULL","quickswap","Subscription"
"flash","Flash","OBJECT","quickswap","Subscription"
"flashes","Unknown","NON_NULL","quickswap","Subscription"
"algebraDayData","AlgebraDayData","OBJECT","quickswap","Subscription"
"algebraDayDatas","Unknown","NON_NULL","quickswap","Subscription"
"poolDayData","PoolDayData","OBJECT","quickswap","Subscription"
"poolDayDatas","Unknown","NON_NULL","quickswap","Subscription"
